OfficeName,ObservedYears,CycleEstimate,PredictionReason
Town Supervisor Seat C (Springfield Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Springvale Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Spruce Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (St. Joseph Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (St. Lawrence Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (St. Mathias Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (St. Vincent Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Stafford Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Stately Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Stokes Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Sumter Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Svea Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Tamarac Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Tara Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Tegner Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Teien Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Thompson Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Timothy Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Traverse Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Trondhjem Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Trout Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Troy Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Underwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Vega Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Veldt Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Verdon Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Verona Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Vesta Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Vienna Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Viking Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wabana Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Supervisor Seat C (Waconia Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wagner Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wanger Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Warrenton Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Washington Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wawina Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (West Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (White Oak Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Whitewater Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wildwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Williams Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Willow Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Windemere Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Winfield Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wirt Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wood Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wrenshall Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Wylie Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat C (Young America Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Belgrade Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Dunn Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Eagles Nest Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Harris Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Haven Township),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Town Supervisor Seat D (Henrietta Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Lent Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Linwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat D (Northern Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Athens Township),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Town Supervisor Seat E (Dunn Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Eagles Nest Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Harris Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Haven Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Henrietta Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Northern Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Orrock Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Supervisor Seat E (Thomson Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Adrian Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Agassiz Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Akron Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Amboy Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Amiret Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Ansel Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Arbo Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Ardenhurst Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Arena Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Arveson Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Augsburg Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Automba Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Ball Bluff Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Balsam Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Barnum Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Barto Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Beaver Bay Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Beaver Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Becker Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Bergen Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Bernadotte Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Beseman Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Big Stone Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Blackhoof Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Blakeley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Bloom Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Blue Earth City Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Boon Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Bowstring Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Bradbury Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Brighton Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Brunswick Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Bull Moose Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Bungo Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Buse Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Camden Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Camp Release Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Cannon Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Caribou Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Cashel Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Cedar Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Cedarbend Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Clark Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Cleveland Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Clontarf Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Clover Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Treasurer (Clow Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Comfort Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Como Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Comstock Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Cordova Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Cornish Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Treasurer (Cosmos Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Courtland Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Crane Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Crate Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Crookston Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Crow Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Crow River Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Crystal Bay Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Darwin Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Deer River Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Deer Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Deerwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Denver Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Dieter Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Eagle Point Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Eagle View Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Eagles Nest Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (East Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Eckvoll Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Eddy Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Eidsvold Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Elbow Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Elgin Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Elk Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Embarrass Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Enstrom Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Equality Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Erdahl Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Evergreen Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Excel Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Farden Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Feeley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Floodwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Ford Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Foster Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Frankford Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Freeland Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Germania Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Germantown Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Graham Lakes Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Grand Plain Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Grandview Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Granville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Grattan Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Great Bend Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Greenfield Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Greenwood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Grimstad Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Grove Park-Tilden Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hallock Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hampden Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hangaard Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hantho Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Harvey Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hazelton Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hegbert Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Helena Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Helgeland Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hereim Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hickory Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Higdem Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Highwater Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hill Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hillman Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hiram Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Holden Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Holly Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hollywood Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Holst Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Holyoke Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (HomeBrook Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hope Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hunter Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Huntly Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Huss Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Hyde Park Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Irondale Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Itasca Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Jadis Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Jones Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Jupiter Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Kasota Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Kenyon Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Kiester Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Kildare Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Kroschel Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Kugler Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lake Emma Township),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Town Treasurer (Lake George Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Treasurer (Lake Pleasant Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lake Shore Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lake Valley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lanesburgh Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lawrence Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Leonardsville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Leslie Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lexington Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Libby Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lien Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lincoln Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lind Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Linden Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Little Elk Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Little Pine Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Logan Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Long Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Long Lost Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Loon Lake Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Louisville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Lynd Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Macville Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Mahtowa Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Mantrap Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Maple Grove Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Maple Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Marcell Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Marsh Creek Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Marsh Grove Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Marshfield Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Marysland Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (May Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Mccrea Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Mckinley Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Midway Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Mission Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Monson Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Moore Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Moose Creek Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Moose Lake Township),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Town Treasurer (Moose Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Town Treasurer (Morrill Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
